ParkName,Date,RecreationVisits,predicted,lower_bound,upper_bound
Big Bend NP,2021-04-01,67628.0,41154.058942639516,22493.65118722555,59814.46669805348
Big Bend NP,2024-03-01,100315.0,80851.10341636273,62190.69568152566,99511.51115119981
Biscayne NP,1992-08-01,0.0,51789.940171906244,21895.568797092714,81684.31154671978
Biscayne NP,1995-04-01,65177.0,33448.81703696504,3571.5430443833393,63326.09102954674
Biscayne NP,2005-10-01,75962.0,40794.70502301495,10925.824255985946,70663.58579004394
Biscayne NP,2006-10-01,97418.0,53910.72439426626,24041.907855345715,83779.5409331868
Biscayne NP,2007-10-01,31017.0,64414.44616616135,34545.67398161454,94283.21835070816
Biscayne NP,2008-10-01,113151.0,50054.51149122225,20185.76993693624,79923.25304550826
Biscayne NP,2008-11-01,96736.0,62271.79134787703,32403.05037341822,92140.53232233584
Biscayne NP,2009-01-01,34397.0,65760.09427860509,35891.370373030215,95628.81818417995
Biscayne NP,2018-05-01,22249.0,58121.90071318216,28253.225815708487,87990.57561065584
Biscayne NP,2020-03-01,11052.0,87764.68327035687,57896.00925006115,117633.35729065258
Biscayne NP,2020-04-01,2358.0,40908.270572847745,11039.596561970353,70776.94458372514
Biscayne NP,2021-01-01,59970.0,29715.247156948397,-153.42662974658015,59583.920943643374
Black Canyon of the Gunnison NP,1979-05-01,23145.0,5371.809239478129,-10390.753362102174,21134.371841058433
Black Canyon of the Gunnison NP,1979-06-01,41962.0,18082.702269221612,2382.9656760375547,33782.438862405674
Black Canyon of the Gunnison NP,1979-08-01,51759.0,35689.621891538794,20053.14765433,51326.09612874759
Black Canyon of the Gunnison NP,1979-10-01,14520.0,31990.500689180288,16361.322130933786,47619.679247426786
Black Canyon of the Gunnison NP,1980-06-01,61780.0,36707.689466923526,22886.03593511917,50529.34299872788
Black Canyon of the Gunnison NP,1980-07-01,79170.0,55842.41448288529,42036.34726424102,69648.48170152956
Black Canyon of the Gunnison NP,1980-09-01,40455.0,63473.43511561815,49679.962949582026,77266.90728165428
Black Canyon of the Gunnison NP,1983-07-01,71247.0,52721.083452212246,40096.70381722465,65345.463087199845
Black Canyon of the Gunnison NP,1994-06-01,35386.0,47968.54209921422,35594.84644440227,60342.237754026166
Black Canyon of the Gunnison NP,1994-07-01,38649.0,61552.44427975653,49178.761224462105,73926.12733505094
Black Canyon of the Gunnison NP,2002-06-01,46508.0,26060.393136591727,13687.804878632489,38432.98139455097
Black Canyon of the Gunnison NP,2002-07-01,32125.0,54942.510124557164,42569.9221222734,67315.09812684094
Black Canyon of the Gunnison NP,2003-06-01,26230.0,41653.1416677362,29280.562233076813,54025.72110239559
Black Canyon of the Gunnison NP,2011-08-01,39032.0,23703.727890495466,11331.162217678197,36076.293563312734
Black Canyon of the Gunnison NP,2013-06-01,21927.0,34333.47466181924,21960.909160574443,46706.040163064026
Black Canyon of the Gunnison NP,2017-10-01,54766.0,27726.907247389423,15354.341838378024,40099.47265640082
Black Canyon of the Gunnison NP,2017-11-01,19473.0,34471.65143188738,22099.086022985015,46844.21684078975
Black Canyon of the Gunnison NP,2018-05-01,48554.0,28195.623060425005,15823.057656768224,40568.18846408179
Black Canyon of the Gunnison NP,2018-10-01,22062.0,38184.2971195987,25811.731716315793,50556.8625228816
Black Canyon of the Gunnison NP,2018-11-01,21674.0,8899.750309958861,-3472.8150932570825,21272.315713174805
Black Canyon of the Gunnison NP,2019-05-01,75198.0,43868.744203316426,31496.17880332173,56241.30960331112
Black Canyon of the Gunnison NP,2019-07-01,51368.0,72012.12622591476,59639.560826069384,84384.69162576014
Black Canyon of the Gunnison NP,2019-08-01,80046.0,46056.64059042913,33684.07519062664,58429.205990231625
Black Canyon of the Gunnison NP,2019-09-01,48420.0,69254.86530049532,56882.29990071614,81627.4307002745
Black Canyon of the Gunnison NP,2020-05-01,25976.0,50163.69843466542,37791.13303691957,62536.26383241127
Black Canyon of the Gunnison NP,2020-07-01,61521.0,34026.19431255323,21653.628914899076,46398.75971020738
Black Canyon of the Gunnison NP,2020-10-01,47739.0,32254.152786419545,19881.58738881469,44626.7181840244
Black Canyon of the Gunnison NP,2021-10-01,22757.0,35364.32392831425,22991.758532035976,47736.889324592514
Black Canyon of the Gunnison NP,2023-06-01,50739.0,37711.898553703344,25339.33315871942,50084.46394868727
Black Canyon of the Gunnison NP,2024-06-01,57224.0,44127.67568674778,31755.11029207899,56500.24108141658
Black Canyon of the Gunnison NP,2025-04-01,170.0,15207.292798288037,2834.727403802539,27579.858192773536
Black Canyon of the Gunnison NP,2025-05-01,50.0,26506.651939351403,14134.086544871556,38879.21733383125
Black Canyon of the Gunnison NP,2025-06-01,50.0,23977.197719772994,11604.632325297714,36349.76311424827
Black Canyon of the Gunnison NP,2025-07-01,50.0,19552.956437127556,7180.3910426557195,31925.52183159939
Black Canyon of the Gunnison NP,2025-08-01,50.0,14413.738174733096,2041.1727802635596,26786.30356920263
Bryce Canyon NP,1994-07-01,261192.0,195974.15949937722,149673.02620130434,242275.2927974501
Bryce Canyon NP,1994-08-01,177876.0,247284.16067813194,200983.86885328963,293584.45250297425
Bryce Canyon NP,1995-07-01,176577.0,225235.49708986498,178943.88698895334,271527.1071907766
Bryce Canyon NP,1996-07-01,161919.0,213191.8936855883,166908.38137217512,259475.40599900146
Bryce Canyon NP,1996-08-01,231120.0,161182.69066341224,114899.79225014326,207465.58907668124
Bryce Canyon NP,2012-09-01,242075.0,191902.49481455557,145667.80511823177,238137.18451087936
Bryce Canyon NP,2015-06-01,305465.0,239014.85767508938,192782.50538571802,285247.20996446075
Bryce Canyon NP,2016-05-01,292369.0,201981.87773134408,155750.16344398155,248213.5920187066
Bryce Canyon NP,2016-10-01,180925.0,237695.32287616946,191463.87868465338,283926.76706768555
Bryce Canyon NP,2017-05-01,330743.0,262792.39294561103,216561.30744953183,309023.4784416902
Bryce Canyon NP,2017-07-01,416608.0,366020.7960920066,319789.80909017916,412251.78309383406
Bryce Canyon NP,2017-11-01,74761.0,127345.00973334616,81114.21460843008,173575.80485826224
Bryce Canyon NP,2019-04-01,207061.0,154950.4457350114,108720.39522831421,201180.49624170858
Bryce Canyon NP,2020-04-01,3223.0,157296.74116308283,111067.15375512018,203526.32857104548
Bryce Canyon NP,2020-05-01,69579.0,173263.95185084548,127034.40090444888,219493.50279724208
Bryce Canyon NP,2020-10-01,228770.0,147686.31004443773,101456.93675036982,193915.68333850565
Bryce Canyon NP,2021-04-01,201771.0,108275.74809274887,62046.578102074316,154504.9180834234
Bryce Canyon NP,2021-07-01,284523.0,372155.49091490696,325926.4186997051,418384.5631301088
Bryce Canyon NP,2021-08-01,191404.0,271012.78200803575,224783.7418273219,317241.8221887496
Bryce Canyon NP,2022-04-01,236812.0,176884.65850038378,130655.8649153043,223113.45208546327
Bryce Canyon NP,2022-08-01,308545.0,258648.74419258797,212420.06769515589,304877.4206900201
Bryce Canyon NP,2023-11-01,78430.0,126524.67672273371,80296.40524594545,172752.94819952198
Canyonlands NP,1993-05-01,77141.0,57449.91800319298,42192.74367755439,72707.09232883157
Canyonlands NP,1996-07-01,59122.0,43357.61345317566,28113.204970414048,58602.02193593727
Canyonlands NP,2008-08-01,60216.0,42528.05832220937,27304.335175620658,57751.781468798086
Canyonlands NP,2013-07-01,69681.0,49471.48849285711,34251.59131860803,64691.385667106195
Canyonlands NP,2013-08-01,41655.0,71271.4030140131,56051.560287405446,86491.24574062077
Canyonlands NP,2013-10-01,34508.0,52565.55858744396,37345.82388665593,67785.29328823199
Canyonlands NP,2014-06-01,68550.0,51162.39962451813,35943.08578351788,66381.71346551839
Canyonlands NP,2014-10-01,65256.0,49874.28698522865,34655.17706649736,65093.39690395995
Canyonlands NP,2016-04-01,97038.0,68719.1856954171,53500.94371924392,83937.42767159027
Canyonlands NP,2016-05-01,128507.0,100656.39517016045,85438.19916262587,115874.59117769504
Canyonlands NP,2016-07-01,77543.0,93710.41301824353,78492.30827371261,108928.51776277446
Canyonlands NP,2017-03-01,65115.0,49013.11168392343,33795.363238907055,64230.86012893981
Canyonlands NP,2020-03-01,14490.0,58679.491957031714,43463.19116058577,73895.79275347765
Canyonlands NP,2020-04-01,0.0,55906.46091198801,40690.19705147318,71122.72477250284
Canyonlands NP,2020-05-01,6304.0,49939.76274661045,34723.53565970108,65155.98983351982
Canyonlands NP,2020-06-01,63685.0,20041.30829523156,4825.1178206688,35257.49876979432
Canyonlands NP,2020-07-01,70480.0,53282.98833443047,38066.83431201256,68499.14235684837
Canyonlands NP,2020-10-01,107063.0,67286.02477756675,52069.979160794566,82502.07039433894
Canyonlands NP,2021-03-01,87001.0,51166.511681552794,35950.643633174695,66382.3797299309
Canyonlands NP,2021-04-01,116971.0,88701.14916111017,73485.31616924742,103916.98215297291
Canyonlands NP,2021-05-01,134778.0,116883.87729368247,101668.07920822763,132099.6753791373
Canyonlands NP,2022-03-01,77834.0,60358.93736999328,45143.48030038563,75574.39443960092
Canyonlands NP,2022-06-01,87086.0,106543.98518321646,91328.62764814944,121759.34271828347
Canyonlands NP,2023-04-01,102674.0,83522.05440651657,68307.01985245074,98737.0889605824
Capitol Reef NP,1999-05-01,130948.0,93659.96567095818,62847.8383866348,124472.09295528155
Capitol Reef NP,2001-05-01,72417.0,106295.04076490394,75482.91374363966,137107.16778616823
Capitol Reef NP,2016-05-01,174851.0,133597.37073792232,102785.24376825031,164409.49770759433
Capitol Reef NP,2017-04-01,146830.0,90149.3260842178,59337.19911454583,120961.45305388977
Capitol Reef NP,2020-03-01,45804.0,78472.84895179141,47660.72198211947,109284.97592146337
Capitol Reef NP,2020-04-01,13014.0,122906.90714151076,92094.78017183882,153719.0341111827
Capitol Reef NP,2020-05-01,90903.0,124415.4431577441,93603.31618807215,155227.57012741605
Capitol Reef NP,2020-06-01,158421.0,96925.95997596791,66113.83300629596,127738.08694563987
Capitol Reef NP,2020-11-01,73268.0,37833.20165306034,7021.074683388404,68645.32862273228
Capitol Reef NP,2021-03-01,115728.0,69876.99592141053,39064.8689517386,100689.12289108246
Capitol Reef NP,2021-04-01,165498.0,126920.73895195582,96108.6119822839,157732.86592162776
Capitol Reef NP,2021-08-01,93792.0,133926.03778551557,103113.91081584364,164738.1647551875
Capitol Reef NP,2022-05-01,221889.0,184366.1329851207,153554.00601544877,215178.25995479262
Capitol Reef NP,2022-07-01,107562.0,143974.14633923097,113162.01936955904,174786.2733089029
Capitol Reef NP,2022-09-01,130243.0,179146.88391519286,148334.75694552093,209959.01088486478
Capitol Reef NP,2023-07-01,113890.0,146876.6791391269,116064.55216945497,177688.80610879886
Capitol Reef NP,2024-09-01,201326.0,165267.27771879628,134455.15074912432,196079.40468846823
Carlsbad Caverns NP,1979-01-01,20171.0,0.0,-15453.081386326658,15453.081386326658
Carlsbad Caverns NP,1979-03-01,48848.0,21804.14911440333,6906.779678881763,36701.5185499249
Carlsbad Caverns NP,1979-04-01,60622.0,40122.63811567997,25338.73295686178,54906.54327449816
Carlsbad Caverns NP,1979-05-01,70635.0,50481.236037442635,35774.70750658942,65187.764568295854
Carlsbad Caverns NP,1979-06-01,116577.0,59606.97453013291,44953.146669279195,74260.80239098663
Carlsbad Caverns NP,1979-07-01,125793.0,95494.5955683181,80875.3891600258,110113.80197661038
Carlsbad Caverns NP,1979-09-01,46327.0,101981.25344219731,87391.63752296465,116570.86936142997
Carlsbad Caverns NP,1979-10-01,33814.0,53946.5011295903,39358.187299580786,68534.81495959983
Carlsbad Caverns NP,1979-11-01,28307.0,45481.07465465033,30895.227373107562,60066.921936193095
Carlsbad Caverns NP,1980-01-01,23819.0,51721.93632747166,37770.15745299014,65673.71520195318
Carlsbad Caverns NP,1980-02-01,21939.0,40893.59724283339,27047.114038195687,54740.0804474711
Carlsbad Caverns NP,1980-09-01,35780.0,70045.83016090479,56294.58260960739,83797.0777122022
Carlsbad Caverns NP,1982-07-01,151998.0,136084.54949419387,122678.43030209358,149490.66868629417
Carlsbad Caverns NP,1983-04-01,46329.0,63550.1029112727,50181.48823052104,76918.71759202436
Carlsbad Caverns NP,1983-08-01,108827.0,124406.20256828482,111039.32077751732,137773.08435905233
Carlsbad Caverns NP,1986-04-01,47235.0,60709.272787696354,47367.719421986636,74050.82615340607
Carlsbad Caverns NP,1993-09-01,50345.0,36831.75585559506,23492.328253572898,50171.183457617226
Carlsbad Caverns NP,1993-10-01,51699.0,37925.858496199864,24586.430902061897,51265.28609033783
Carlsbad Caverns NP,1994-06-01,77019.0,98929.0037674598,85589.57876268169,112268.42877223791
Carlsbad Caverns NP,2013-10-01,8040.0,27652.24150698407,14312.818445283687,40991.66456868446
Carlsbad Caverns NP,2014-10-01,23537.0,8289.957225755803,-5049.4658359445075,21629.380287456115
Carlsbad Caverns NP,2018-11-01,27358.0,43016.80692619508,29677.38386449482,56356.22998789534
Carlsbad Caverns NP,2018-12-01,8945.0,25586.49779423439,12247.074732534129,38925.92085593465
Carlsbad Caverns NP,2019-12-01,30591.0,14578.867620925645,1239.444559225385,27918.290682625906
Carlsbad Caverns NP,2020-03-01,28925.0,58893.70677287735,45554.28371117708,72233.12983457762
Carlsbad Caverns NP,2020-04-01,1138.0,16981.339054485015,3641.915992784754,30320.762116185277
Carlsbad Caverns NP,2020-05-01,1338.0,16278.803080230704,2939.380018530441,29618.226141930965
Carlsbad Caverns NP,2020-06-01,10124.0,27432.57378358254,14093.150721882277,40771.9968452828
Carlsbad Caverns NP,2020-07-01,18855.0,35955.4755258141,22616.05246411384,49294.89858751436
Carlsbad Caverns NP,2020-08-01,17002.0,-3932.754376098579,-17272.17743779884,9406.668685601684
Carlsbad Caverns NP,2021-04-01,25859.0,3641.8500549686505,-9697.57300673161,16981.273116668912
Carlsbad Caverns NP,2025-04-01,33579.0,47859.60581460808,34520.18275290782,61199.028876308344
Channel Islands NP,1995-02-01,31442.0,11460.636077224883,-3894.782373365757,26816.054527815522
Channel Islands NP,1995-07-01,72446.0,42382.689446576594,27027.27347551351,57738.10541763968
Channel Islands NP,1995-08-01,98958.0,60701.625019787505,45346.209214046845,76057.04082552817
Channel Islands NP,1995-09-01,53242.0,74128.88694465245,58773.47121557885,89484.30267372605
Channel Islands NP,1995-12-01,11010.0,37308.63919093174,21953.224366094244,52664.05401576923
Channel Islands NP,1996-04-01,29569.0,45203.639697019105,29848.232857182054,60559.046536856156
Channel Islands NP,1996-05-01,49880.0,33617.90609949319,18262.499493641764,48973.31270534462
Channel Islands NP,1997-01-01,50357.0,31357.655786886728,16002.25326503225,46713.05830874121
Channel Islands NP,1999-07-01,82870.0,61847.1055793769,46491.70727505625,77202.50388369754
Channel Islands NP,1999-08-01,68762.0,85936.08269057244,70580.68439517503,101291.48098596984
Channel Islands NP,2000-01-01,25593.0,43839.54382553035,28484.145943986274,59194.94170707443
Channel Islands NP,2000-10-01,25547.0,49917.586955742794,34562.18918072669,65272.9847307589
Channel Islands NP,2003-06-01,66795.0,50692.52562326136,35337.12827166294,66047.92297485977
Channel Islands NP,2004-10-01,26026.0,47353.461587444035,31998.06426518986,62708.85890969821
Channel Islands NP,2005-06-01,61422.0,41134.31535041258,25778.918041170647,56489.71265965451
Channel Islands NP,2005-08-01,52469.0,71587.92649147188,56232.52918252235,86943.3238004214
Channel Islands NP,2006-09-01,36954.0,54325.45208986267,38970.05478740149,69680.84939232386
Channel Islands NP,2007-03-01,38890.0,22865.956867211407,7510.5595674617125,38221.3541669611
Channel Islands NP,2009-06-01,29663.0,45250.07065827448,29894.673361145098,60605.46795540387
Channel Islands NP,2020-03-01,13408.0,31692.236682544284,16336.839386120066,47047.6339789685
Channel Islands NP,2020-04-01,365.0,22442.286433738376,7086.889137314165,37797.683730162586
Channel Islands NP,2025-05-01,22680.0,6613.0526061377805,-8742.344690286187,21968.449902561748
Congaree NP,2006-03-01,16025.0,9932.991017866501,4563.536716285462,15302.44531944754
Congaree NP,2007-07-01,14914.0,8532.20875802468,3162.9015367261636,13901.515979323198
Congaree NP,2008-02-01,13877.0,7769.53907981681,2400.307117366063,13138.771042267557
Congaree NP,2009-05-01,20902.0,11724.774105064,6355.616879915741,17093.931330212257
Congaree NP,2009-06-01,7011.0,12715.882633033063,7346.7269303278645,18085.03833573826
Congaree NP,2010-02-01,17022.0,8432.873101858666,3063.755983364151,13801.990220353182
Congaree NP,2010-04-01,3936.0,17445.801432460605,12076.688158144181,22814.91470677703
Congaree NP,2011-07-01,3233.0,10561.421289938016,5192.342672576454,15930.499907299578
Congaree NP,2011-08-01,11117.0,5377.040431032388,7.962222922526962,10746.118639142249
Congaree NP,2014-05-01,9351.0,14751.40780104699,9382.377498603451,20120.438103490527
Congaree NP,2016-03-01,19387.0,11481.1743022073,6112.1571060197875,16850.191498394815
Congaree NP,2018-05-01,22489.0,15104.559883495445,9735.549773905983,20473.569993084908
Congaree NP,2018-09-01,5675.0,11696.287901096117,6327.277965395301,17065.297836796934
Congaree NP,2019-05-01,28786.0,16786.058442630187,11417.050289887751,22155.06659537262
Congaree NP,2020-03-01,10790.0,17860.734789858827,12491.727923639217,23229.741656078437
Congaree NP,2020-04-01,0.0,12669.09325601634,7300.086441881461,18038.10007015122
Congaree NP,2020-05-01,140.0,11864.855507459746,6495.848734907475,17233.862280012017
Congaree NP,2020-07-01,12127.0,6018.731563674421,649.7248486663593,11387.738278682482
Congaree NP,2020-10-01,19039.0,11885.571940090564,6516.565263281984,17254.578616899144
Congaree NP,2021-05-01,24978.0,19115.74277011808,13746.736971033599,24484.74856920256
Congaree NP,2021-09-01,17309.0,11852.63991835537,6483.634180282681,17221.64565642806
Congaree NP,2022-04-01,25618.0,19027.35605034133,13658.350917172236,24396.36118351042
Congaree NP,2023-03-01,28505.0,22037.53232252141,16668.527661443684,27406.536983599133
Congaree NP,2023-05-01,28944.0,23143.213146609975,17774.208518397438,28512.21777482251
Congaree NP,2023-09-01,21252.0,14586.747586631012,9217.74298876991,19955.752184492114
Congaree NP,2024-03-01,33992.0,25255.587679291835,19886.583369462634,30624.591989121036
Congaree NP,2024-05-01,33257.0,26316.98254854237,20947.9782618935,31685.986835191245
Congaree NP,2025-03-01,33391.0,27561.10079398498,22192.096731896985,32930.104856072976
Congaree NP,2025-04-01,33238.0,25824.280476337637,20455.27642334093,31193.284529334345
Crater Lake NP,1979-06-01,60324.0,13596.927922477182,-24728.254415321724,51922.11026027609
Crater Lake NP,1979-07-01,84408.0,32608.570506181997,-5442.9558787384085,70660.09689110241
Crater Lake NP,1979-08-01,107031.0,46878.2119461367,9027.564719363785,84728.85917290961
Crater Lake NP,1992-07-01,64705.0,106208.75764600688,74881.43698762276,137536.078304391
Crater Lake NP,1992-08-01,137401.0,97388.37580945369,66061.19253601032,128715.55908289706
Crater Lake NP,1994-07-01,111824.0,78098.83766303089,46776.2218792803,109421.45344678148
Crater Lake NP,1998-07-01,137857.0,102918.64499283863,71598.54813153743,134238.74185413984
Crater Lake NP,2003-10-01,70382.0,35272.49904282416,3952.8043114321663,66592.19377421615
Crater Lake NP,2013-05-01,86716.0,20152.40187771197,-11167.253893067282,51472.05764849122
Crater Lake NP,2015-08-01,97673.0,129926.45078974374,98606.79525270202,161246.10632678546
Crater Lake NP,2015-09-01,128398.0,77424.90086768646,46105.24533249777,108744.55640287515
Crater Lake NP,2016-06-01,122905.0,75165.01143602602,43845.35594604982,106484.66692600222
Crater Lake NP,2016-07-01,190231.0,149794.2564425941,118474.6009544024,181113.9119307858
Crater Lake NP,2016-08-01,176895.0,134188.3489849768,102868.69349830261,165508.00447165096
Crater Lake NP,2017-06-01,136567.0,95756.37719004559,64436.72173261619,127076.03264747499
Crater Lake NP,2017-07-01,208237.0,172200.0943513675,140880.43889504691,203519.7498076881
Crater Lake NP,2017-09-01,84340.0,122408.89014040714,91089.23468574492,153728.54559506936
Crater Lake NP,2019-07-01,201191.0,168346.6523840934,137026.99695988154,199666.30780830528
Crater Lake NP,2020-05-01,814.0,40948.345889276345,9628.690472141923,72268.00130641076
Crater Lake NP,2020-07-01,209678.0,161995.87174912565,130676.21633255976,193315.52716569154
Crater Lake NP,2020-08-01,222368.0,158002.6865755972,126683.03115925752,189322.3419919369
Crater Lake NP,2020-09-01,59093.0,129309.76273892843,97990.10732276038,160629.4181550965
Crater Lake NP,2020-10-01,61613.0,29474.7405591478,-1844.9148569369718,60794.39597523257
Crater Lake NP,2021-08-01,106379.0,181240.76583235053,149921.11042067612,212560.42124402494
Crater Lake NP,2022-07-01,139513.0,176222.0856229047,144902.43021404181,207541.7410317676
Crater Lake NP,2024-08-01,93343.0,126785.88961779253,95466.23421193741,158105.54502364766
Crater Lake NP,2025-08-01,189696.0,121806.74657874304,90487.09117358335,153126.40198390273
Cuyahoga Valley NP,1993-09-01,273109.0,176594.3994105905,86958.07088134854,266230.7279398325
Cuyahoga Valley NP,1994-06-01,358259.0,228621.47878464047,138985.42167229977,318257.53589698114
Cuyahoga Valley NP,1994-08-01,385138.0,289099.01561550464,199462.9708987943,378735.060332215
Cuyahoga Valley NP,1994-10-01,513377.0,320488.80263306125,230852.76283524116,410124.84243088134
Cuyahoga Valley NP,1995-04-01,136665.0,227816.33242773046,138180.41714910732,317452.2477063536
Cuyahoga Valley NP,1995-10-01,291811.0,459618.47722556925,369982.5799673982,549254.3744837403
Cuyahoga Valley NP,1996-06-01,509525.0,349379.9529753357,259744.12240691547,439015.78354375594
Cuyahoga Valley NP,1996-08-01,490487.0,383082.8128183936,293446.9853240155,472718.64031277166
Cuyahoga Valley NP,1996-10-01,277322.0,382961.2116694126,293325.38539488707,472597.03794393816
Cuyahoga Valley NP,1997-06-01,533993.0,421175.6079415026,331539.8148781033,510811.40100490185
Cuyahoga Valley NP,2000-07-01,339458.0,433182.5012159604,343546.7408691604,522818.26156276045
Cuyahoga Valley NP,2001-10-01,253652.0,345459.0055273392,255823.24751270836,435094.76354197
Cuyahoga Valley NP,2004-08-01,408862.0,294630.2001229693,204994.44399413606,384265.9562518025
Cuyahoga Valley NP,2005-02-01,136394.0,252181.39075483583,162545.6347345498,341817.14677512186
Cuyahoga Valley NP,2006-02-01,246261.0,140205.55095892376,50569.79502018177,229841.30689766575
Cuyahoga Valley NP,2008-07-01,427995.0,302963.6062872341,213327.85041240457,392599.36216206365
Cuyahoga Valley NP,2013-10-01,78947.0,224639.93976723263,135004.18390888203,314275.69562558323
Death Valley NP,1991-05-01,78731.0,27416.47100747297,-19752.14450323468,74585.08651818061
Death Valley NP,1995-04-01,178039.0,99678.46897475513,52606.82641114676,146750.1115383635
Death Valley NP,2002-03-01,65719.0,117958.53785296083,70927.35496754314,164989.72073837853
Death Valley NP,2005-03-01,128271.0,66738.15923097203,19710.83217607165,113765.48628587241
Death Valley NP,2010-04-01,158319.0,106892.62988701987,59867.54069683523,153917.7190772045
Death Valley NP,2010-05-01,63622.0,114786.23021344145,67761.1469262399,161811.313500643
Death Valley NP,2010-08-01,65201.0,114846.00294508478,67820.93042995862,161871.07546021094
Death Valley NP,2011-04-01,155234.0,104146.88250041958,57121.971919467105,151171.79308137204
Death Valley NP,2016-03-01,209282.0,120465.13165743969,73440.63948905934,167489.62382582005
Death Valley NP,2016-04-01,109486.0,172699.19643552668,125674.70560509185,219723.68726596152
Death Valley NP,2018-10-01,176518.0,126893.86941664788,79869.44018268483,173918.29865061093
Death Valley NP,2020-03-01,112464.0,176515.7456025881,129491.34831079721,223540.142894379
Death Valley NP,2020-04-01,18361.0,134994.26932413736,87969.8724745973,182018.66617367743
Death Valley NP,2020-05-01,19994.0,68602.94934983249,21578.552871020765,115627.3458286442
Death Valley NP,2020-08-01,39387.0,96584.45829389717,49560.062491604374,143608.85409618996
Death Valley NP,2020-11-01,131552.0,68717.45962932159,21693.064220896653,115741.85503774651
Death Valley NP,2021-03-01,171617.0,123526.26591497316,76501.87994861671,170550.6518813296
Death Valley NP,2023-09-01,0.0,83707.39223560608,36683.022040472155,130731.76243074
Denali NP & PRES,1979-06-01,46804.0,10350.566101976447,-23777.864074672783,44478.99627862567
Denali NP & PRES,1979-07-01,69557.0,34335.18179598531,341.89497796051,68328.46861401011
Denali NP & PRES,1982-06-01,62926.0,30402.514003254786,-911.4578727659245,61716.4858792755
Denali NP & PRES,1983-07-01,115179.0,77963.51839583632,46981.593683314066,108945.44310835857
Denali NP & PRES,1984-06-01,75277.0,43960.66019054821,13209.340998996988,74711.97938209944
Denali NP & PRES,1985-06-01,94794.0,64121.571951396894,33552.45315707814,94690.69074571565
Denali NP & PRES,1985-09-01,55241.0,92804.5672356309,62244.54470203295,123364.58976922883
Denali NP & PRES,1986-08-01,175203.0,136757.49685092765,106337.17942534441,167177.8142765109
Denali NP & PRES,1988-06-01,181452.0,115208.87180814802,84988.67850785785,145429.06510843817
Denali NP & PRES,1988-08-01,107346.0,157119.98214581888,126903.84602043426,187336.1182712035
Denali NP & PRES,1988-10-01,25692.0,-6042.040994059273,-36257.26436238159,24173.182374263044
Denali NP & PRES,1989-06-01,79332.0,128399.04768152843,98254.4734098431,158543.62195321376
Denali NP & PRES,1989-07-01,213085.0,119596.57383749679,89454.00947100422,149739.13820398937
Denali NP & PRES,1989-10-01,4743.0,44097.28621801152,13956.857204216729,74237.7152318063
Denali NP & PRES,1990-07-01,222077.0,177202.43402705458,147122.0860725119,207282.78198159725
Denali NP & PRES,1991-07-01,221853.0,188593.76637363707,158565.27142242203,218622.26132485212
Denali NP & PRES,1992-06-01,120640.0,87385.8941066495,57399.66982221695,117372.11839108205
Denali NP & PRES,1992-07-01,172504.0,222160.01510181883,192175.00235035413,252145.02785328354
Denali NP & PRES,1993-09-01,35688.0,67620.36370017046,37673.05879845089,97567.66860189004
Denali NP & PRES,1994-07-01,130807.0,181524.4279738596,151607.08379179184,211441.77215592735
Denali NP & PRES,1995-06-01,150886.0,113053.54077149063,83161.78203939748,142945.29950358378
Denali NP & PRES,1996-06-01,80725.0,129947.43706034732,100078.2304815098,159816.64363918483
Denali NP & PRES,1996-08-01,94342.0,127405.88258340012,97537.7925371968,157273.97262960344
Denali NP & PRES,2002-08-01,60231.0,97844.92165783331,68057.6007589027,127632.24255676393
Denali NP & PRES,2020-05-01,105.0,46932.985660587176,17197.554414512873,76668.41690666147
Denali NP & PRES,2020-06-01,10031.0,103688.69071442077,73953.28583372498,133424.09559511655
Denali NP & PRES,2020-07-01,13802.0,80819.94783827706,51084.56480183148,110555.33087472264
Denali NP & PRES,2020-08-01,14482.0,53215.33494062854,23479.967810470636,82950.70207078644
Denali NP & PRES,2020-09-01,10523.0,-23545.951867840668,-53281.31025692809,6189.40652124675
Denali NP & PRES,2024-07-01,98514.0,136592.30720633993,106858.69813616376,166325.9162765161
Denali NP & PRES,2025-07-01,151455.0,115341.37683728429,85608.07070258542,145074.68297198316
Dry Tortugas NP,1998-05-01,8704.0,6310.477449342527,4305.902950612398,8315.051948072656
Dry Tortugas NP,1998-09-01,2127.0,4336.4397194455,2331.87539045789,6341.004048433109
Dry Tortugas NP,2000-03-01,9305.0,7272.177313557335,5267.806138429783,9276.548488684888
Dry Tortugas NP,2004-08-01,2785.0,6753.052590661867,4748.849617159401,8757.255564164332
Dry Tortugas NP,2005-09-01,1122.0,3234.4010795463796,1230.2142117275584,5238.5879473652
Dry Tortugas NP,2005-11-01,1047.0,3525.644779425004,1521.458281424102,5529.831277425906
Dry Tortugas NP,2011-05-01,11166.0,6012.773170831993,4008.620890795938,8016.925450868049
Dry Tortugas NP,2012-03-01,9924.0,7467.527787568477,5463.376978080464,9471.67859705649
Dry Tortugas NP,2012-04-01,4323.0,9102.19686104269,7098.046105703512,11106.347616381869
Dry Tortugas NP,2012-06-01,4068.0,7641.175270780941,5637.024596022973,9645.325945538909
Dry Tortugas NP,2013-01-01,7565.0,3971.6767749809387,1967.5267469726634,5975.826802989214
