ParkName,SizeCategory,Month,AvgVisits,Season
Yellowstone NP,Small,5,,Spring
Yellowstone NP,Small,6,,Summer
Yellowstone NP,Small,7,,Summer
Yellowstone NP,Small,8,,Summer
Yellowstone NP,Small,9,,Fall
Yellowstone NP,Small,10,,Fall
Yellowstone NP,Small,11,,Fall
Yellowstone NP,Small,12,,Winter
Yellowstone NP,Medium,1,,Winter
Yellowstone NP,Medium,2,,Winter
Yellowstone NP,Medium,3,,Spring
Yellowstone NP,Medium,4,,Spring
Yellowstone NP,Medium,5,,Spring
Yellowstone NP,Medium,6,,Summer
Yellowstone NP,Medium,7,,Summer
Yellowstone NP,Medium,8,,Summer
Yellowstone NP,Medium,9,,Fall
Yellowstone NP,Medium,10,,Fall
Yellowstone NP,Medium,11,,Fall
Yellowstone NP,Medium,12,,Winter
Yellowstone NP,Large,1,,Winter
Yellowstone NP,Large,2,,Winter
Yellowstone NP,Large,3,,Spring
Yellowstone NP,Large,4,,Spring
Yellowstone NP,Large,5,,Spring
Yellowstone NP,Large,6,,Summer
Yellowstone NP,Large,7,,Summer
Yellowstone NP,Large,8,,Summer
Yellowstone NP,Large,9,,Fall
Yellowstone NP,Large,10,,Fall
Yellowstone NP,Large,11,,Fall
Yellowstone NP,Large,12,,Winter
Yellowstone NP,Extra Large,1,64022.80434782609,Winter
Yellowstone NP,Extra Large,2,70596.54347826086,Winter
Yellowstone NP,Extra Large,3,62029.565217391304,Spring
Yellowstone NP,Extra Large,4,70743.08695652174,Spring
Yellowstone NP,Extra Large,5,312284.4347826087,Spring
Yellowstone NP,Extra Large,6,671031.0652173914,Summer
Yellowstone NP,Extra Large,7,921760.2173913043,Summer
Yellowstone NP,Extra Large,8,822886.5652173914,Summer
Yellowstone NP,Extra Large,9,561528.6304347826,Fall
Yellowstone NP,Extra Large,10,213298.19565217392,Fall
Yellowstone NP,Extra Large,11,47060.434782608696,Fall
Yellowstone NP,Extra Large,12,54402.36956521739,Winter
Yosemite NP,Small,1,,Winter
Yosemite NP,Small,2,,Winter
Yosemite NP,Small,3,,Spring
Yosemite NP,Small,4,,Spring
Yosemite NP,Small,5,,Spring
Yosemite NP,Small,6,,Summer
Yosemite NP,Small,7,,Summer
Yosemite NP,Small,8,,Summer
Yosemite NP,Small,9,,Fall
Yosemite NP,Small,10,,Fall
Yosemite NP,Small,11,,Fall
Yosemite NP,Small,12,,Winter
Yosemite NP,Medium,1,,Winter
Yosemite NP,Medium,2,,Winter
Yosemite NP,Medium,3,,Spring
Yosemite NP,Medium,4,,Spring
Yosemite NP,Medium,5,,Spring
Yosemite NP,Medium,6,,Summer
Yosemite NP,Medium,7,,Summer
Yosemite NP,Medium,8,,Summer
Yosemite NP,Medium,9,,Fall
Yosemite NP,Medium,10,,Fall
Yosemite NP,Medium,11,,Fall
Yosemite NP,Medium,12,,Winter
Yosemite NP,Large,1,,Winter
Yosemite NP,Large,2,,Winter
Yosemite NP,Large,3,,Spring
Yosemite NP,Large,4,,Spring
Yosemite NP,Large,5,,Spring
Yosemite NP,Large,6,,Summer
Yosemite NP,Large,7,,Summer
Yosemite NP,Large,8,,Summer
Yosemite NP,Large,9,,Fall
Yosemite NP,Large,10,,Fall
Yosemite NP,Large,11,,Fall
Yosemite NP,Large,12,,Winter
Yosemite NP,Extra Large,1,105088.80434782608,Winter
Yosemite NP,Extra Large,2,113446.43478260869,Winter
Yosemite NP,Extra Large,3,143257.39130434784,Spring
Yosemite NP,Extra Large,4,215650.28260869565,Spring
Yosemite NP,Extra Large,5,345926.76086956525,Spring
Yosemite NP,Extra Large,6,460958.67391304346,Summer
Yosemite NP,Extra Large,7,564888.6304347826,Summer
Yosemite NP,Extra Large,8,581743.0869565217,Summer
Yosemite NP,Extra Large,9,453048.67391304346,Fall
Yosemite NP,Extra Large,10,333066.0869565217,Fall
Yosemite NP,Extra Large,11,164291.04347826086,Fall
Yosemite NP,Extra Large,12,122482.19565217392,Winter
Zion NP,Small,1,,Winter
Zion NP,Small,2,,Winter
Zion NP,Small,3,,Spring
Zion NP,Small,4,,Spring
Zion NP,Small,5,,Spring
Zion NP,Small,6,,Summer
Zion NP,Small,7,,Summer
Zion NP,Small,8,,Summer
Zion NP,Small,9,,Fall
Zion NP,Small,10,,Fall
Zion NP,Small,11,,Fall
Zion NP,Small,12,,Winter
Zion NP,Medium,1,,Winter
Zion NP,Medium,2,,Winter
Zion NP,Medium,3,,Spring
Zion NP,Medium,4,,Spring
Zion NP,Medium,5,,Spring
Zion NP,Medium,6,,Summer
Zion NP,Medium,7,,Summer
Zion NP,Medium,8,,Summer
Zion NP,Medium,9,,Fall
Zion NP,Medium,10,,Fall
Zion NP,Medium,11,,Fall
Zion NP,Medium,12,,Winter
Zion NP,Large,1,,Winter
Zion NP,Large,2,,Winter
Zion NP,Large,3,,Spring
Zion NP,Large,4,,Spring
Zion NP,Large,5,,Spring
Zion NP,Large,6,,Summer
Zion NP,Large,7,,Summer
Zion NP,Large,8,,Summer
Zion NP,Large,9,,Fall
Zion NP,Large,10,,Fall
Zion NP,Large,11,,Fall
Zion NP,Large,12,,Winter
Zion NP,Extra Large,1,67006.5,Winter
Zion NP,Extra Large,2,73074.91304347826,Winter
Zion NP,Extra Large,3,169435.63043478262,Spring
Zion NP,Extra Large,4,243965.58695652173,Spring
Zion NP,Extra Large,5,302688.45652173914,Spring
Zion NP,Extra Large,6,368895.4347826087,Summer
Zion NP,Extra Large,7,378970.652173913,Summer
Zion NP,Extra Large,8,367222.7173913043,Summer
Zion NP,Extra Large,9,323864.6304347826,Fall
Zion NP,Extra Large,10,256341.71739130435,Fall
Zion NP,Extra Large,11,135578.76086956522,Fall
Zion NP,Extra Large,12,82135.02173913043,Winter
