ParkName,SizeCategory,Month,AvgVisits,Season
Cuyahoga Valley NP,Medium,2,,Winter
Cuyahoga Valley NP,Medium,3,,Spring
Cuyahoga Valley NP,Medium,4,,Spring
Cuyahoga Valley NP,Medium,5,,Spring
Cuyahoga Valley NP,Medium,6,,Summer
Cuyahoga Valley NP,Medium,7,,Summer
Cuyahoga Valley NP,Medium,8,,Summer
Cuyahoga Valley NP,Medium,9,,Fall
Cuyahoga Valley NP,Medium,10,,Fall
Cuyahoga Valley NP,Medium,11,,Fall
Cuyahoga Valley NP,Medium,12,,Winter
Cuyahoga Valley NP,Large,1,,Winter
Cuyahoga Valley NP,Large,2,,Winter
Cuyahoga Valley NP,Large,3,,Spring
Cuyahoga Valley NP,Large,4,,Spring
Cuyahoga Valley NP,Large,5,,Spring
Cuyahoga Valley NP,Large,6,,Summer
Cuyahoga Valley NP,Large,7,,Summer
Cuyahoga Valley NP,Large,8,,Summer
Cuyahoga Valley NP,Large,9,,Fall
Cuyahoga Valley NP,Large,10,,Fall
Cuyahoga Valley NP,Large,11,,Fall
Cuyahoga Valley NP,Large,12,,Winter
Cuyahoga Valley NP,Extra Large,1,132544.5,Winter
Cuyahoga Valley NP,Extra Large,2,138875.86956521738,Winter
Cuyahoga Valley NP,Extra Large,3,124719.13043478261,Spring
Cuyahoga Valley NP,Extra Large,4,159888.26086956522,Spring
Cuyahoga Valley NP,Extra Large,5,203963.04347826086,Spring
Cuyahoga Valley NP,Extra Large,6,263595.67391304346,Summer
Cuyahoga Valley NP,Extra Large,7,270722.4130434783,Summer
Cuyahoga Valley NP,Extra Large,8,253019.0652173913,Summer
Cuyahoga Valley NP,Extra Large,9,217286.4347826087,Fall
Cuyahoga Valley NP,Extra Large,10,220459.26086956522,Fall
Cuyahoga Valley NP,Extra Large,11,115317.63043478261,Fall
Cuyahoga Valley NP,Extra Large,12,114669.36956521739,Winter
Death Valley NP,Small,1,,Winter
Death Valley NP,Small,2,,Winter
Death Valley NP,Small,3,,Spring
Death Valley NP,Small,4,,Spring
Death Valley NP,Small,5,,Spring
Death Valley NP,Small,6,,Summer
Death Valley NP,Small,7,,Summer
Death Valley NP,Small,8,,Summer
Death Valley NP,Small,9,,Fall
Death Valley NP,Small,10,,Fall
Death Valley NP,Small,11,,Fall
Death Valley NP,Small,12,,Winter
Death Valley NP,Medium,1,,Winter
Death Valley NP,Medium,2,,Winter
Death Valley NP,Medium,3,,Spring
Death Valley NP,Medium,4,,Spring
Death Valley NP,Medium,5,,Spring
Death Valley NP,Medium,6,,Summer
Death Valley NP,Medium,7,,Summer
Death Valley NP,Medium,8,,Summer
Death Valley NP,Medium,9,,Fall
Death Valley NP,Medium,10,,Fall
Death Valley NP,Medium,11,,Fall
Death Valley NP,Medium,12,,Winter
Death Valley NP,Large,1,65651.52173913043,Winter
Death Valley NP,Large,2,79320.19565217392,Winter
Death Valley NP,Large,3,105074.15217391304,Spring
Death Valley NP,Large,4,108460.52173913043,Spring
Death Valley NP,Large,5,82748.58695652174,Spring
Death Valley NP,Large,6,68216.32608695653,Summer
Death Valley NP,Large,7,78163.65217391304,Summer
Death Valley NP,Large,8,86741.08695652174,Summer
Death Valley NP,Large,9,83575.26086956522,Fall
Death Valley NP,Large,10,82658.89130434782,Fall
Death Valley NP,Large,11,81200.80434782608,Fall
Death Valley NP,Large,12,63503.65217391304,Winter
Death Valley NP,Extra Large,1,,Winter
Death Valley NP,Extra Large,2,,Winter
Death Valley NP,Extra Large,3,,Spring
Death Valley NP,Extra Large,4,,Spring
Death Valley NP,Extra Large,5,,Spring
Death Valley NP,Extra Large,6,,Summer
Death Valley NP,Extra Large,7,,Summer
Death Valley NP,Extra Large,8,,Summer
Death Valley NP,Extra Large,9,,Fall
Death Valley NP,Extra Large,10,,Fall
Death Valley NP,Extra Large,11,,Fall
Death Valley NP,Extra Large,12,,Winter
Denali NP & PRES,Small,1,,Winter
Denali NP & PRES,Small,2,,Winter
Denali NP & PRES,Small,3,,Spring
Denali NP & PRES,Small,4,,Spring
Denali NP & PRES,Small,5,,Spring
Denali NP & PRES,Small,6,,Summer
Denali NP & PRES,Small,7,,Summer
Denali NP & PRES,Small,8,,Summer
Denali NP & PRES,Small,9,,Fall
Denali NP & PRES,Small,10,,Fall
Denali NP & PRES,Small,11,,Fall
Denali NP & PRES,Small,12,,Winter
Denali NP & PRES,Medium,1,,Winter
Denali NP & PRES,Medium,2,,Winter
Denali NP & PRES,Medium,3,,Spring
Denali NP & PRES,Medium,4,,Spring
Denali NP & PRES,Medium,5,,Spring
Denali NP & PRES,Medium,6,,Summer
Denali NP & PRES,Medium,7,,Summer
Denali NP & PRES,Medium,8,,Summer
Denali NP & PRES,Medium,9,,Fall
Denali NP & PRES,Medium,10,,Fall
Denali NP & PRES,Medium,11,,Fall
Denali NP & PRES,Medium,12,,Winter
Denali NP & PRES,Large,1,12804.673913043478,Winter
Denali NP & PRES,Large,2,12446.847826086956,Winter
Denali NP & PRES,Large,3,19852.260869565216,Spring
Denali NP & PRES,Large,4,37165.239130434784,Spring
Denali NP & PRES,Large,5,136288.1739130435,Spring
Denali NP & PRES,Large,6,252252.02173913043,Summer
Denali NP & PRES,Large,7,300498.0,Summer
Denali NP & PRES,Large,8,252229.04347826086,Summer
Denali NP & PRES,Large,9,116511.56521739131,Fall
Denali NP & PRES,Large,10,25772.717391304348,Fall
Denali NP & PRES,Large,11,17137.91304347826,Fall
Denali NP & PRES,Large,12,13198.934782608696,Winter
Denali NP & PRES,Extra Large,1,,Winter
Denali NP & PRES,Extra Large,2,,Winter
Denali NP & PRES,Extra Large,3,,Spring
Denali NP & PRES,Extra Large,4,,Spring
Denali NP & PRES,Extra Large,5,,Spring
Denali NP & PRES,Extra Large,6,,Summer
Denali NP & PRES,Extra Large,7,,Summer
Denali NP & PRES,Extra Large,8,,Summer
Denali NP & PRES,Extra Large,9,,Fall
Denali NP & PRES,Extra Large,10,,Fall
Denali NP & PRES,Extra Large,11,,Fall
Denali NP & PRES,Extra Large,12,,Winter
Dry Tortugas NP,Small,1,4212.739130434783,Winter
Dry Tortugas NP,Small,2,4437.391304347826,Winter
Dry Tortugas NP,Small,3,5365.108695652174,Spring
Dry Tortugas NP,Small,4,5553.282608695652,Spring
Dry Tortugas NP,Small,5,5816.826086956522,Spring
Dry Tortugas NP,Small,6,5419.54347826087,Summer
Dry Tortugas NP,Small,7,5485.0,Summer
Dry Tortugas NP,Small,8,4447.413043478261,Summer
Dry Tortugas NP,Small,9,2989.1521739130435,Fall
Dry Tortugas NP,Small,10,2965.695652173913,Fall
Dry Tortugas NP,Small,11,3708.8260869565215,Fall
Dry Tortugas NP,Small,12,4091.6521739130435,Winter
Dry Tortugas NP,Medium,1,,Winter
Dry Tortugas NP,Medium,2,,Winter
Dry Tortugas NP,Medium,3,,Spring
Dry Tortugas NP,Medium,4,,Spring
Dry Tortugas NP,Medium,5,,Spring
Dry Tortugas NP,Medium,6,,Summer
Dry Tortugas NP,Medium,7,,Summer
Dry Tortugas NP,Medium,8,,Summer
Dry Tortugas NP,Medium,9,,Fall
Dry Tortugas NP,Medium,10,,Fall
Dry Tortugas NP,Medium,11,,Fall
Dry Tortugas NP,Medium,12,,Winter
Dry Tortugas NP,Large,1,,Winter
Dry Tortugas NP,Large,2,,Winter
Dry Tortugas NP,Large,3,,Spring
Dry Tortugas NP,Large,4,,Spring
Dry Tortugas NP,Large,5,,Spring
Dry Tortugas NP,Large,6,,Summer
Dry Tortugas NP,Large,7,,Summer
Dry Tortugas NP,Large,8,,Summer
Dry Tortugas NP,Large,9,,Fall
Dry Tortugas NP,Large,10,,Fall
Dry Tortugas NP,Large,11,,Fall
Dry Tortugas NP,Large,12,,Winter
Dry Tortugas NP,Extra Large,1,,Winter
Dry Tortugas NP,Extra Large,2,,Winter
Dry Tortugas NP,Extra Large,3,,Spring
Dry Tortugas NP,Extra Large,4,,Spring
Dry Tortugas NP,Extra Large,5,,Spring
Dry Tortugas NP,Extra Large,6,,Summer
Dry Tortugas NP,Extra Large,7,,Summer
Dry Tortugas NP,Extra Large,8,,Summer
Dry Tortugas NP,Extra Large,9,,Fall
Dry Tortugas NP,Extra Large,10,,Fall
Dry Tortugas NP,Extra Large,11,,Fall
Dry Tortugas NP,Extra Large,12,,Winter
Everglades NP,Small,1,,Winter
Everglades NP,Small,2,,Winter
Everglades NP,Small,3,,Spring
Everglades NP,Small,4,,Spring
Everglades NP,Small,5,,Spring
Everglades NP,Small,6,,Summer
Everglades NP,Small,7,,Summer
Everglades NP,Small,8,,Summer
Everglades NP,Small,9,,Fall
Everglades NP,Small,10,,Fall
Everglades NP,Small,11,,Fall
Everglades NP,Small,12,,Winter
Everglades NP,Medium,1,,Winter
Everglades NP,Medium,2,,Winter
Everglades NP,Medium,3,,Spring
Everglades NP,Medium,4,,Spring
Everglades NP,Medium,5,,Spring
Everglades NP,Medium,6,,Summer
Everglades NP,Medium,7,,Summer
Everglades NP,Medium,8,,Summer
Everglades NP,Medium,9,,Fall
Everglades NP,Medium,10,,Fall
Everglades NP,Medium,11,,Fall
Everglades NP,Medium,12,,Winter
Everglades NP,Large,1,111755.63043478261,Winter
Everglades NP,Large,2,125219.08695652174,Winter
Everglades NP,Large,3,130510.67391304347,Spring
Everglades NP,Large,4,94383.32608695653,Spring
Everglades NP,Large,5,68241.86956521739,Spring
Everglades NP,Large,6,55755.54347826087,Summer
Everglades NP,Large,7,55862.891304347824,Summer
Everglades NP,Large,8,56768.934782608696,Summer
Everglades NP,Large,9,45129.84782608696,Fall
Everglades NP,Large,10,55112.282608695656,Fall
Everglades NP,Large,11,70084.5,Fall
Everglades NP,Large,12,90235.26086956522,Winter
Everglades NP,Extra Large,1,,Winter
Everglades NP,Extra Large,2,,Winter
Everglades NP,Extra Large,3,,Spring
Everglades NP,Extra Large,4,,Spring
Everglades NP,Extra Large,5,,Spring
Everglades NP,Extra Large,6,,Summer
Everglades NP,Extra Large,7,,Summer
Everglades NP,Extra Large,8,,Summer
Everglades NP,Extra Large,9,,Fall
Everglades NP,Extra Large,10,,Fall
Everglades NP,Extra Large,11,,Fall
Everglades NP,Extra Large,12,,Winter
Gates of the Arctic NP & PRES,Small,1,90.11627906976744,Winter
Gates of the Arctic NP & PRES,Small,2,111.93023255813954,Winter
Gates of the Arctic NP & PRES,Small,3,141.51162790697674,Spring
Gates of the Arctic NP & PRES,Small,4,90.02325581395348,Spring
Gates of the Arctic NP & PRES,Small,5,177.58139534883722,Spring
Gates of the Arctic NP & PRES,Small,6,1604.7674418604652,Summer
Gates of the Arctic NP & PRES,Small,7,2373.6279069767443,Summer
Gates of the Arctic NP & PRES,Small,8,2211.2093023255816,Summer
Gates of the Arctic NP & PRES,Small,9,533.6046511627907,Fall
Gates of the Arctic NP & PRES,Small,10,36.76744186046512,Fall
Gates of the Arctic NP & PRES,Small,11,77.62790697674419,Fall
Gates of the Arctic NP & PRES,Small,12,76.0,Winter
Gates of the Arctic NP & PRES,Medium,1,,Winter
Gates of the Arctic NP & PRES,Medium,2,,Winter
Gates of the Arctic NP & PRES,Medium,3,,Spring
Gates of the Arctic NP & PRES,Medium,4,,Spring
Gates of the Arctic NP & PRES,Medium,5,,Spring
Gates of the Arctic NP & PRES,Medium,6,,Summer
Gates of the Arctic NP & PRES,Medium,7,,Summer
Gates of the Arctic NP & PRES,Medium,8,,Summer
Gates of the Arctic NP & PRES,Medium,9,,Fall
Gates of the Arctic NP & PRES,Medium,10,,Fall
Gates of the Arctic NP & PRES,Medium,11,,Fall
Gates of the Arctic NP & PRES,Medium,12,,Winter
Gates of the Arctic NP & PRES,Large,1,,Winter
Gates of the Arctic NP & PRES,Large,2,,Winter
Gates of the Arctic NP & PRES,Large,3,,Spring
Gates of the Arctic NP & PRES,Large,4,,Spring
Gates of the Arctic NP & PRES,Large,5,,Spring
Gates of the Arctic NP & PRES,Large,6,,Summer
Gates of the Arctic NP & PRES,Large,7,,Summer
Gates of the Arctic NP & PRES,Large,8,,Summer
Gates of the Arctic NP & PRES,Large,9,,Fall
Gates of the Arctic NP & PRES,Large,10,,Fall
Gates of the Arctic NP & PRES,Large,11,,Fall
Gates of the Arctic NP & PRES,Large,12,,Winter
Gates of the Arctic NP & PRES,Extra Large,1,,Winter
Gates of the Arctic NP & PRES,Extra Large,2,,Winter
Gates of the Arctic NP & PRES,Extra Large,3,,Spring
Gates of the Arctic NP & PRES,Extra Large,4,,Spring
Gates of the Arctic NP & PRES,Extra Large,5,,Spring
Gates of the Arctic NP & PRES,Extra Large,6,,Summer
Gates of the Arctic NP & PRES,Extra Large,7,,Summer
Gates of the Arctic NP & PRES,Extra Large,8,,Summer
Gates of the Arctic NP & PRES,Extra Large,9,,Fall
Gates of the Arctic NP & PRES,Extra Large,10,,Fall
Gates of the Arctic NP & PRES,Extra Large,11,,Fall
Gates of the Arctic NP & PRES,Extra Large,12,,Winter
Gateway Arch NP,Small,1,,Winter
Gateway Arch NP,Small,2,,Winter
Gateway Arch NP,Small,3,,Spring
Gateway Arch NP,Small,4,,Spring
Gateway Arch NP,Small,5,,Spring
Gateway Arch NP,Small,6,,Summer
Gateway Arch NP,Small,7,,Summer
Gateway Arch NP,Small,8,,Summer
Gateway Arch NP,Small,9,,Fall
Gateway Arch NP,Small,10,,Fall
Gateway Arch NP,Small,11,,Fall
Gateway Arch NP,Small,12,,Winter
Gateway Arch NP,Medium,1,,Winter
Gateway Arch NP,Medium,2,,Winter
Gateway Arch NP,Medium,3,,Spring
Gateway Arch NP,Medium,4,,Spring
Gateway Arch NP,Medium,5,,Spring
Gateway Arch NP,Medium,6,,Summer
Gateway Arch NP,Medium,7,,Summer
Gateway Arch NP,Medium,8,,Summer
Gateway Arch NP,Medium,9,,Fall
Gateway Arch NP,Medium,10,,Fall
Gateway Arch NP,Medium,11,,Fall
Gateway Arch NP,Medium,12,,Winter
Gateway Arch NP,Large,1,,Winter
Gateway Arch NP,Large,2,,Winter
Gateway Arch NP,Large,3,,Spring
Gateway Arch NP,Large,4,,Spring
Gateway Arch NP,Large,5,,Spring
Gateway Arch NP,Large,6,,Summer
Gateway Arch NP,Large,7,,Summer
Gateway Arch NP,Large,8,,Summer
Gateway Arch NP,Large,9,,Fall
Gateway Arch NP,Large,10,,Fall
Gateway Arch NP,Large,11,,Fall
Gateway Arch NP,Large,12,,Winter
Gateway Arch NP,Extra Large,1,62565.065217391304,Winter
Gateway Arch NP,Extra Large,2,74471.36956521739,Winter
Gateway Arch NP,Extra Large,3,155336.5652173913,Spring
Gateway Arch NP,Extra Large,4,174069.36956521738,Spring
Gateway Arch NP,Extra Large,5,227495.0,Spring
Gateway Arch NP,Extra Large,6,310664.02173913043,Summer
Gateway Arch NP,Extra Large,7,708480.0,Summer
Gateway Arch NP,Extra Large,8,349455.47826086957,Summer
Gateway Arch NP,Extra Large,9,172097.41304347827,Fall
Gateway Arch NP,Extra Large,10,155665.3260869565,Fall
Gateway Arch NP,Extra Large,11,125165.19565217392,Fall
Gateway Arch NP,Extra Large,12,86741.82608695653,Winter
Glacier Bay NP & PRES,Small,1,,Winter
Glacier Bay NP & PRES,Small,2,,Winter
Glacier Bay NP & PRES,Small,3,,Spring
Glacier Bay NP & PRES,Small,4,,Spring
Glacier Bay NP & PRES,Small,5,,Spring
Glacier Bay NP & PRES,Small,6,,Summer
Glacier Bay NP & PRES,Small,7,,Summer
Glacier Bay NP & PRES,Small,8,,Summer
Glacier Bay NP & PRES,Small,9,,Fall
Glacier Bay NP & PRES,Small,10,,Fall
Glacier Bay NP & PRES,Small,11,,Fall
Glacier Bay NP & PRES,Small,12,,Winter
Glacier Bay NP & PRES,Medium,1,140.43478260869566,Winter
Glacier Bay NP & PRES,Medium,2,166.82608695652175,Winter
Glacier Bay NP & PRES,Medium,3,173.34782608695653,Spring
Glacier Bay NP & PRES,Medium,4,731.7826086956521,Spring
Glacier Bay NP & PRES,Medium,5,45927.02173913043,Spring
Glacier Bay NP & PRES,Medium,6,71148.95652173914,Summer
Glacier Bay NP & PRES,Medium,7,80255.56521739131,Summer
Glacier Bay NP & PRES,Medium,8,79978.58695652174,Summer
Glacier Bay NP & PRES,Medium,9,55296.913043478264,Fall
Glacier Bay NP & PRES,Medium,10,4749.565217391304,Fall
Glacier Bay NP & PRES,Medium,11,159.02173913043478,Fall
Glacier Bay NP & PRES,Medium,12,133.06521739130434,Winter
Glacier Bay NP & PRES,Large,1,,Winter
Glacier Bay NP & PRES,Large,2,,Winter
Glacier Bay NP & PRES,Large,3,,Spring
Glacier Bay NP & PRES,Large,4,,Spring
Glacier Bay NP & PRES,Large,5,,Spring
Glacier Bay NP & PRES,Large,6,,Summer
Glacier Bay NP & PRES,Large,7,,Summer
Glacier Bay NP & PRES,Large,8,,Summer
Glacier Bay NP & PRES,Large,9,,Fall
Glacier Bay NP & PRES,Large,10,,Fall
Glacier Bay NP & PRES,Large,11,,Fall
Glacier Bay NP & PRES,Large,12,,Winter
Glacier Bay NP & PRES,Extra Large,1,,Winter
Glacier Bay NP & PRES,Extra Large,2,,Winter
Glacier Bay NP & PRES,Extra Large,3,,Spring
Glacier Bay NP & PRES,Extra Large,4,,Spring
Glacier Bay NP & PRES,Extra Large,5,,Spring
Glacier Bay NP & PRES,Extra Large,6,,Summer
Glacier Bay NP & PRES,Extra Large,7,,Summer
Glacier Bay NP & PRES,Extra Large,8,,Summer
Glacier Bay NP & PRES,Extra Large,9,,Fall
Glacier Bay NP & PRES,Extra Large,10,,Fall
Glacier Bay NP & PRES,Extra Large,11,,Fall
Glacier Bay NP & PRES,Extra Large,12,,Winter
Glacier NP,Small,1,,Winter
Glacier NP,Small,2,,Winter
Glacier NP,Small,3,,Spring
Glacier NP,Small,4,,Spring
Glacier NP,Small,5,,Spring
Glacier NP,Small,6,,Summer
Glacier NP,Small,7,,Summer
Glacier NP,Small,8,,Summer
Glacier NP,Small,9,,Fall
Glacier NP,Small,10,,Fall
Glacier NP,Small,11,,Fall
Glacier NP,Small,12,,Winter
Glacier NP,Medium,1,,Winter
Glacier NP,Medium,2,,Winter
Glacier NP,Medium,3,,Spring
Glacier NP,Medium,4,,Spring
Glacier NP,Medium,5,,Spring
Glacier NP,Medium,6,,Summer
Glacier NP,Medium,7,,Summer
Glacier NP,Medium,8,,Summer
Glacier NP,Medium,9,,Fall
Glacier NP,Medium,10,,Fall
Glacier NP,Medium,11,,Fall
Glacier NP,Medium,12,,Winter
Glacier NP,Large,1,,Winter
Glacier NP,Large,2,,Winter
Glacier NP,Large,3,,Spring
Glacier NP,Large,4,,Spring
Glacier NP,Large,5,,Spring
Glacier NP,Large,6,,Summer
Glacier NP,Large,7,,Summer
Glacier NP,Large,8,,Summer
Glacier NP,Large,9,,Fall
Glacier NP,Large,10,,Fall
Glacier NP,Large,11,,Fall
Glacier NP,Large,12,,Winter
Glacier NP,Extra Large,1,9553.565217391304,Winter
Glacier NP,Extra Large,2,10567.108695652174,Winter
Glacier NP,Extra Large,3,15524.434782608696,Spring
Glacier NP,Extra Large,4,29053.934782608696,Spring
Glacier NP,Extra Large,5,109227.54347826086,Spring
Glacier NP,Extra Large,6,336374.26086956525,Summer
Glacier NP,Extra Large,7,616930.9347826086,Summer
Glacier NP,Extra Large,8,565728.3913043478,Summer
Glacier NP,Extra Large,9,309071.152173913,Fall
Glacier NP,Extra Large,10,74774.04347826086,Fall
Glacier NP,Extra Large,11,18769.67391304348,Fall
Glacier NP,Extra Large,12,9733.891304347826,Winter
Grand Canyon NP,Small,1,,Winter
Grand Canyon NP,Small,2,,Winter
Grand Canyon NP,Small,3,,Spring
Grand Canyon NP,Small,4,,Spring
Grand Canyon NP,Small,5,,Spring
Grand Canyon NP,Small,6,,Summer
Grand Canyon NP,Small,7,,Summer
Grand Canyon NP,Small,8,,Summer
Grand Canyon NP,Small,9,,Fall
Grand Canyon NP,Small,10,,Fall
Grand Canyon NP,Small,11,,Fall
Grand Canyon NP,Small,12,,Winter
Grand Canyon NP,Medium,1,,Winter
Grand Canyon NP,Medium,2,,Winter
Grand Canyon NP,Medium,3,,Spring
Grand Canyon NP,Medium,4,,Spring
Grand Canyon NP,Medium,5,,Spring
Grand Canyon NP,Medium,6,,Summer
Grand Canyon NP,Medium,7,,Summer
Grand Canyon NP,Medium,8,,Summer
Grand Canyon NP,Medium,9,,Fall
Grand Canyon NP,Medium,10,,Fall
Grand Canyon NP,Medium,11,,Fall
Grand Canyon NP,Medium,12,,Winter
Grand Canyon NP,Large,1,,Winter
Grand Canyon NP,Large,2,,Winter
Grand Canyon NP,Large,3,,Spring
Grand Canyon NP,Large,4,,Spring
Grand Canyon NP,Large,5,,Spring
Grand Canyon NP,Large,6,,Summer
Grand Canyon NP,Large,7,,Summer
Grand Canyon NP,Large,8,,Summer
Grand Canyon NP,Large,9,,Fall
Grand Canyon NP,Large,10,,Fall
Grand Canyon NP,Large,11,,Fall
Grand Canyon NP,Large,12,,Winter
Grand Canyon NP,Extra Large,1,141970.60869565216,Winter
Grand Canyon NP,Extra Large,2,152956.4347826087,Winter
Grand Canyon NP,Extra Large,3,306072.23913043475,Spring
Grand Canyon NP,Extra Large,4,359137.1956521739,Spring
Grand Canyon NP,Extra Large,5,440163.2826086957,Spring
Grand Canyon NP,Extra Large,6,537862.0652173914,Summer
Grand Canyon NP,Extra Large,7,618440.0652173914,Summer
Grand Canyon NP,Extra Large,8,578359.3913043478,Summer
Grand Canyon NP,Extra Large,9,439183.0652173913,Fall
Grand Canyon NP,Extra Large,10,365627.02173913043,Fall
Grand Canyon NP,Extra Large,11,228806.95652173914,Fall
Grand Canyon NP,Extra Large,12,188188.5,Winter
Grand Teton NP,Small,1,,Winter
Grand Teton NP,Small,2,,Winter
Grand Teton NP,Small,3,,Spring
Grand Teton NP,Small,4,,Spring
Grand Teton NP,Small,5,,Spring
Grand Teton NP,Small,6,,Summer
Grand Teton NP,Small,7,,Summer
Grand Teton NP,Small,8,,Summer
Grand Teton NP,Small,9,,Fall
Grand Teton NP,Small,10,,Fall
Grand Teton NP,Small,11,,Fall
Grand Teton NP,Small,12,,Winter
Grand Teton NP,Medium,1,,Winter
Grand Teton NP,Medium,2,,Winter
Grand Teton NP,Medium,3,,Spring
Grand Teton NP,Medium,4,,Spring
Grand Teton NP,Medium,5,,Spring
Grand Teton NP,Medium,6,,Summer
Grand Teton NP,Medium,7,,Summer
Grand Teton NP,Medium,8,,Summer
Grand Teton NP,Medium,9,,Fall
Grand Teton NP,Medium,10,,Fall
Grand Teton NP,Medium,11,,Fall
Grand Teton NP,Medium,12,,Winter
Grand Teton NP,Large,1,,Winter
Grand Teton NP,Large,2,,Winter
Grand Teton NP,Large,3,,Spring
Grand Teton NP,Large,4,,Spring
Grand Teton NP,Large,5,,Spring
Grand Teton NP,Large,6,,Summer
Grand Teton NP,Large,7,,Summer
Grand Teton NP,Large,8,,Summer
Grand Teton NP,Large,9,,Fall
Grand Teton NP,Large,10,,Fall
Grand Teton NP,Large,11,,Fall
Grand Teton NP,Large,12,,Winter
Grand Teton NP,Extra Large,1,124075.32608695653,Winter
Grand Teton NP,Extra Large,2,120781.32608695653,Winter
Grand Teton NP,Extra Large,3,135154.91304347827,Spring
Grand Teton NP,Extra Large,4,120385.19565217392,Spring
Grand Teton NP,Extra Large,5,272171.1304347826,Spring
Grand Teton NP,Extra Large,6,574400.3260869565,Summer
Grand Teton NP,Extra Large,7,765924.1521739131,Summer
Grand Teton NP,Extra Large,8,712863.0869565217,Summer
Grand Teton NP,Extra Large,9,492914.6956521739,Fall
Grand Teton NP,Extra Large,10,236206.95652173914,Fall
Grand Teton NP,Extra Large,11,119217.10869565218,Fall
Grand Teton NP,Extra Large,12,125386.69565217392,Winter
Great Basin NP,Small,1,1009.3695652173913,Winter
Great Basin NP,Small,2,1227.695652173913,Winter
Great Basin NP,Small,3,2688.217391304348,Spring
Great Basin NP,Small,4,5359.978260869565,Spring
Great Basin NP,Small,5,9682.608695652174,Spring
Great Basin NP,Small,6,13391.58695652174,Summer
Great Basin NP,Small,7,16710.347826086956,Summer
Great Basin NP,Small,8,14747.347826086956,Summer
Great Basin NP,Small,9,12629.434782608696,Fall
Great Basin NP,Small,10,7280.195652173913,Fall
Great Basin NP,Small,11,1877.6739130434783,Fall
Great Basin NP,Small,12,1216.891304347826,Winter
Great Basin NP,Medium,1,,Winter
Great Basin NP,Medium,2,,Winter
Great Basin NP,Medium,3,,Spring
Great Basin NP,Medium,4,,Spring
Great Basin NP,Medium,5,,Spring
Great Basin NP,Medium,6,,Summer
Great Basin NP,Medium,7,,Summer
Great Basin NP,Medium,8,,Summer
Great Basin NP,Medium,9,,Fall
Great Basin NP,Medium,10,,Fall
Great Basin NP,Medium,11,,Fall
Great Basin NP,Medium,12,,Winter
Great Basin NP,Large,1,,Winter
Great Basin NP,Large,2,,Winter
Great Basin NP,Large,3,,Spring
Great Basin NP,Large,4,,Spring
Great Basin NP,Large,5,,Spring
Great Basin NP,Large,6,,Summer
Great Basin NP,Large,7,,Summer
Great Basin NP,Large,8,,Summer
Great Basin NP,Large,9,,Fall
Great Basin NP,Large,10,,Fall
Great Basin NP,Large,11,,Fall
Great Basin NP,Large,12,,Winter
Great Basin NP,Extra Large,1,,Winter
Great Basin NP,Extra Large,2,,Winter
Great Basin NP,Extra Large,3,,Spring
Great Basin NP,Extra Large,4,,Spring
Great Basin NP,Extra Large,5,,Spring
Great Basin NP,Extra Large,6,,Summer
Great Basin NP,Extra Large,7,,Summer
Great Basin NP,Extra Large,8,,Summer
Great Basin NP,Extra Large,9,,Fall
Great Basin NP,Extra Large,10,,Fall
Great Basin NP,Extra Large,11,,Fall
Great Basin NP,Extra Large,12,,Winter
Great Sand Dunes NP & PRES,Small,1,,Winter
Great Sand Dunes NP & PRES,Small,2,,Winter
Great Sand Dunes NP & PRES,Small,3,,Spring
Great Sand Dunes NP & PRES,Small,4,,Spring
Great Sand Dunes NP & PRES,Small,5,,Spring
Great Sand Dunes NP & PRES,Small,6,,Summer
Great Sand Dunes NP & PRES,Small,7,,Summer
Great Sand Dunes NP & PRES,Small,8,,Summer
Great Sand Dunes NP & PRES,Small,9,,Fall
Great Sand Dunes NP & PRES,Small,10,,Fall
Great Sand Dunes NP & PRES,Small,11,,Fall
Great Sand Dunes NP & PRES,Small,12,,Winter
Great Sand Dunes NP & PRES,Medium,1,2650.217391304348,Winter
Great Sand Dunes NP & PRES,Medium,2,3376.978260869565,Winter
Great Sand Dunes NP & PRES,Medium,3,11463.673913043478,Spring
Great Sand Dunes NP & PRES,Medium,4,11767.869565217392,Spring
Great Sand Dunes NP & PRES,Medium,5,38838.717391304344,Spring
Great Sand Dunes NP & PRES,Medium,6,57323.15217391304,Summer
Great Sand Dunes NP & PRES,Medium,7,62530.19565217391,Summer
Great Sand Dunes NP & PRES,Medium,8,52700.913043478264,Summer
Great Sand Dunes NP & PRES,Medium,9,31233.717391304348,Fall
Great Sand Dunes NP & PRES,Medium,10,18198.58695652174,Fall
Great Sand Dunes NP & PRES,Medium,11,6003.369565217391,Fall
Great Sand Dunes NP & PRES,Medium,12,3351.413043478261,Winter
Great Sand Dunes NP & PRES,Large,1,,Winter
Great Sand Dunes NP & PRES,Large,2,,Winter
Great Sand Dunes NP & PRES,Large,3,,Spring
Great Sand Dunes NP & PRES,Large,4,,Spring
Great Sand Dunes NP & PRES,Large,5,,Spring
Great Sand Dunes NP & PRES,Large,6,,Summer
Great Sand Dunes NP & PRES,Large,7,,Summer
Great Sand Dunes NP & PRES,Large,8,,Summer
Great Sand Dunes NP & PRES,Large,9,,Fall
Great Sand Dunes NP & PRES,Large,10,,Fall
Great Sand Dunes NP & PRES,Large,11,,Fall
Great Sand Dunes NP & PRES,Large,12,,Winter
