State,Year,Decade,StateCategory,RepublicanPct,TotalVisits,YoYChange
AK,1980,1980,Red,100.0,656618,-2.248112678069252
AK,1981,1980,Red,100.0,651376,-0.7983332774916314
AK,1982,1980,Red,100.0,766717,17.70728427206406
AK,1983,1980,Red,100.0,757728,-1.1724012901761667
AK,1984,1980,Red,100.0,844965,11.512970353477765
AK,1985,1980,Red,100.0,1199958,42.012746090074735
AK,1986,1980,Red,100.0,1414309,17.863208545632432
AK,1987,1980,Red,100.0,2407555,70.22835886641462
AK,1988,1980,Red,100.0,1868344,-22.396622299386724
AK,1989,1980,Red,100.0,1932416,3.4293470581434686
AK,1990,1990,Red,100.0,1954040,1.1190137113333776
AK,1991,1990,Red,100.0,1807661,-7.491095371640294
AK,1992,1990,Red,100.0,1773592,-1.8847007265189657
AK,1993,1990,Red,100.0,1954809,10.217513385265606
AK,1994,1990,Red,100.0,2076475,6.2239328752834675
AK,1995,1990,Red,100.0,1889172,-9.020238625555328
AK,1996,1990,Red,100.0,1797643,-4.844926772152033
AK,1997,1990,Red,100.0,1877707,4.453832045628637
AK,1998,1990,Red,100.0,1914585,1.9639911871234434
AK,1999,1990,Red,100.0,1974346,3.1213552806482867
AK,2000,2000,Red,100.0,1950398,-1.212958620221582
AK,2001,2000,Red,100.0,1913588,-1.8873071034732398
AK,2002,2000,Red,100.0,1953546,2.0881192816844587
AK,2003,2000,Red,100.0,1913568,-2.0464324873844792
AK,2004,2000,Red,100.0,1918766,0.2716391578454489
AK,2005,2000,Red,100.0,1932837,0.7333359044302432
AK,2006,2000,Red,100.0,1986299,2.765985957429416
AK,2007,2000,Red,100.0,2069529,4.190204999348033
AK,2008,2000,Red,100.0,1973592,-4.635692469156026
AK,2009,2000,Red,100.0,1967916,-0.2875974365522357
AK,2010,2010,Red,100.0,2146192,9.059126507432227
AK,2011,2010,Red,100.0,2199532,2.4853321604031695
AK,2012,2010,Red,100.0,2202988,0.15712433372190082
AK,2013,2010,Red,100.0,2301237,4.459806408387154
AK,2014,2010,Red,100.0,2275048,-1.1380401062558962
AK,2015,2010,Red,100.0,2377034,4.4828065166097595
AK,2016,2010,Red,100.0,2431727,2.300892625010833
AK,2017,2010,Red,100.0,2450423,0.7688363044042362
AK,2018,2010,Red,100.0,2462872,0.5080347352273464
AK,2019,2010,Red,100.0,2628031,6.705951425815064
AK,2020,2020,Red,100.0,828534,-68.47320294167002
AK,2021,2020,Red,100.0,1977361,138.65779799018506
AK,2022,2020,Red,100.0,2429072,22.84413417681445
AK,2023,2020,Red,100.0,2612842,7.565440629178551
AK,2024,2020,Red,100.0,2693708,3.094944125974705
AR,1980,1980,Red,75.0,5269638,2.34544484871838
AR,1981,1980,Red,75.0,5301994,0.6140080210443298
AR,1982,1980,Red,75.0,5039737,-4.946384322577506
AR,1983,1980,Red,75.0,5209251,3.3635485343778853
AR,1984,1980,Red,75.0,5417048,3.9889995701877297
AR,1985,1980,Red,75.0,5237605,-3.312560641884658
AR,1986,1980,Red,75.0,5613910,7.184676965903308
AR,1987,1980,Red,75.0,5306343,-5.478659258876612
AR,1988,1980,Red,75.0,5401103,1.7857873115250937
AR,1989,1980,Red,75.0,5784704,7.102271517502999
AR,1990,1990,Red,75.0,5334015,-7.791046871196866
AR,1991,1990,Red,75.0,5493617,2.9921550651807314
AR,1992,1990,Red,75.0,3474833,-36.74781114154845
AR,1993,1990,Red,75.0,3508505,0.9690249862367486
AR,1994,1990,Red,75.0,3696677,5.363310013809301
AR,1995,1990,Red,75.0,3626243,-1.9053328164727403
AR,1996,1990,Red,75.0,3553557,-2.0044437176438534
AR,1997,1990,Red,75.0,3456138,-2.7414503270947956
AR,1998,1990,Red,75.0,3497982,1.2107155443445836
AR,1999,1990,Red,75.0,3293977,-5.832076894620956
AR,2000,2000,Red,75.0,3384519,2.748713788833377
AR,2001,2000,Red,75.0,3231765,-4.513314890535406
AR,2002,2000,Red,75.0,3458465,7.014742717988468
AR,2003,2000,Red,75.0,3864555,11.741914404222682
AR,2004,2000,Red,75.0,3856535,-0.20752712796169287
AR,2005,2000,Red,75.0,3765652,-2.356597308205423
AR,2006,2000,Red,75.0,3825330,1.5847985953030177
AR,2007,2000,Red,75.0,3688405,-3.57942974854457
AR,2008,2000,Red,75.0,3422177,-7.217970911545776
AR,2009,2000,Red,75.0,3363937,-1.701840670427041
AR,2010,2010,Red,75.0,3537680,5.164870804655378
AR,2011,2010,Red,75.0,3689046,4.278679812758644
AR,2012,2010,Red,75.0,3564745,-3.3694619150859055
AR,2013,2010,Red,75.0,3403143,-4.53333969189942
AR,2014,2010,Red,75.0,3590285,5.499093044282888
AR,2015,2010,Red,75.0,3661587,1.9859704730961472
AR,2016,2010,Red,75.0,3897069,6.4311458392221725
AR,2017,2010,Red,75.0,4017144,3.081161765419088
AR,2018,2010,Red,75.0,3812959,-5.082839947982945
AR,2019,2010,Red,75.0,3698372,-3.0051988495024466
AR,2020,2020,Red,75.0,1496420,-59.53841311798813
AR,2021,2020,Red,75.0,2312870,54.56021705136258
