Decade,Blue,Red,Swing,Red-Blue Gap
1980,2.1078671828238074,4.330518428498916,5.3490172088432955,2.2226512456751086
1990,1.3621238839258496,1.8776537486487408,2.349892506387537,0.5155298647228912
2000,-0.288119154985866,0.21827820802814632,-1.4347107233971526,0.5063973630140123
2010,1.7870308174019058,2.285546149889018,3.438840435499365,0.49851533248711233
2020,-0.2954844269309178,8.259354539521334,8.503904792550262,8.554838966452252
